input,output
He is by nature a kind person and is popular with the children in his neighborhood.,Él es por naturaleza una persona amable y es popular entre los niños de su vencidario.
"His dress is that of a gentleman, but his speech and behavior are those of a clown.",Él se viste como un caballero pero habla y actúa como un payaso.
"I could have stayed a while longer, but I was getting tired, so I decided to leave.","Podría haberme quedado un poco más, pero me estaba cansando, así que decidí irme."
"I have many friends who speak fluently, but still don't sound like native speakers.","Tengo muchos amigos que hablan fluidamente, pero que todavía no suenan como hablantes nativos."
I spend as much time working in the garden in one day as my brother does in a week.,Paso tanto tiempo trabajando en el jardín en un día como mi hermano en una semana.
I still have a lot of questions I want to ask you about your relationship with Tom.,Todavía tengo muchas preguntas que quiero hacerte sobre tu relación con Tom.
I told you it was dangerous. The reason you got hurt was because you didn't listen.,Te dije que era peligroso. La razón por la que te hiciste daño es porque no me escuchaste.
"I'm thinking of going somewhere for a change of air, since my doctor advises me to.","Estoy pensando en irme a alguna parte para cambiar de aires, ya que me lo aconseja mi médico."
"If you don't do what I tell you to do, I can't be responsible for the consequences.","Si no haces lo que te digo, no me puedo hacer responsable de las consecuencias."
"If you don't do what I tell you to do, I can't be responsible for the consequences.","Si no haces lo que te digo, no me puedo responsabilizar de las consecuencias."
"In 2017, Argentina's economy emerged from recession with GDP growth of nearly 3.0%.","En el 2017, la economía argentina surgió de la recesión con un crecimiento del PIB de casi un 3,0%."
"In our next class, we will study the days of the week, the months, and the seasons.","En la próxima clase estudiaremos los días de la semana, los meses y las estaciones del año."
"In the U.S., it is illegal to torture people in order to get information from them.","En los EE.UU., es ilegal torturar a la gente con el fin de obtener información de ellos."
Industrialization had a great influence on the development of the economy in Japan.,La industrialización ejerció gran influencia en el desarrollo económico japonés.
Insecticides are agricultural chemicals that exterminate insects harmful to plants.,Los insecticidas son agroquímicos que exterminan los insectos dañinos para las plantas.
"It was exceptionally cold last summer, and the rice crop was the worst in 10 years.",El verano pasado fue excepcionalmente frío y la cosecha de arroz fue la peor en diez años.
It was not until she finished reading the book that she noticed who had written it.,No fue hasta que terminó de leer el libro que ella se dio cuenta de quién lo había escrito.
"No matter how many people tell him he made a mistake, Tom still insists he's right.","Por mucho que se le dijera que se había equivocado, a Tom no le entraba en la cabeza."
"No matter how many people tell him he made a mistake, Tom still insists he's right.","Tom no da su brazo a torcer, por mucho que le recuerden los errores cometidos."
"Recently I have been feeling a little tired, so I have not gone swimming this week.","Recientemente me he estado sintiendo un poco cansado, así que no he ido a nadar esta semana."
Sixty percent of Japanese adult males drink alcoholic beverages on a regular basis.,El sesenta por ciento de los hombres adultos japoneses beben regularmente alcohol.
"Some people bring joy wherever they go, and some people bring joy whenever they go.","Algunas personas traen alegría allá donde vayan, y otras traen alegría siempre que se van."
"The more time you spend talking about what you do, the less time you have to do it.","Cuanto más tiempo pases hablando sobre lo que hay que hacer, menos tiempo tendrás para hacerlo."
The restaurant owner allowed her to take table scraps home to feed all of her dogs.,El dueño del restaurante le permitió llevarse a casa las sobras de la mesa para dárselas a sus perros.
"There are several good protections against temptation, but the surest is cowardice.","Hay muy buenas protecciones contra la tentación, pero la más segura es la cobardía."
There is a sewing machine and an ironing board in the room where Tom used to sleep.,Hay una máquina de coser y una tabla de planchar en el cuarto donde Tom solía dormir.
There is an urgent need for understanding how climate change will affect our lives.,Se requiere urgentemente entender como los cambios climáticos afectarán nuestras vidas.
"This time, the exam was not just difficult, but also, the questions were ambiguous.","Esta vez, el examen no era sólo difícil, sino que además, las preguntas eran ambiguas."
"Tom and Mary speak the same language, but they don't seem to communicate very well.","Tom y Mary hablan el mismo idioma, pero parece que no se comunican muy bien."
Tom and Mary's little boy loves sitting on the kitchen floor banging pots and pans.,El pequeño niño de Tom y Mary adora sentarse en el suelo de la cocina y golpetear ollas y cacerolas.
Tom asked Mary to pick up some toothpaste and some toilet paper at the supermarket.,Tom le pidió a Mary que trajese pasta de dientes y papel higiénico del supermercado.
Tom became tired of always having to pay the bill every time he went out with Mary.,Tom se cansó de tener que pagar siempre que salía con Mary.
Tom became tired of always having to pay the bill every time he went out with Mary.,Tom se cansó de tener que pagar siempre la cuenta cada vez que salía con Mary.
Tom believes that the rich deserve to be rich and that the poor deserve to be poor.,Tom cree que el rico merece ser rico y el pobre merece ser pobre.
Tom certainly had plenty of opportunities to go to concerts while he was in Boston.,Ciertamente Tom tuvo muchas oportunidades para ir a conciertos cuando estuvo en Boston.
Tom certainly looked and sounded better than he did last month when we visited him.,Tom sin duda se veía y escuchaba mejor que el mes pasado cuando lo visitamos.
Tom hit the nail on the head when he said our team lacks enthusiasm and motivation.,Tom acertó cuando dijo que nuestro equipo carece de entusiasmo y motivación.
Tom wanted Mary to talk to John about the problem she was having with his children.,Tom quería que Mary hablase con John del problema que ella estaba teniendo con sus niños.
Tom was sentenced to five days in jail and a year on probation for drunken driving.,A Tom le condenaron a cinco días de prisión y un año de libertad condicional por conducir borracho.
Tom was sentenced to five days in jail and a year on probation for drunken driving.,A Tom lo condenaron a cinco días de prisión y un año de libertad condicional por conducir en estado de ebriedad.
