pregunta,respuesta
belay,"to lay on or cover; to adorn.-to make fast, as a rope, by taking several turns with it round a pin, cleat, or kevel.-to lie in wait for with a view to assault. hence: to block up or obstruct."
belayed,of belay
belaying,of belay
belaying pin,"a strong pin in the side of a vessel, or by the mast, round which ropes are wound when they are fastened or belayed."
belch,"to eject or throw up from the stomach with violence; to eruct.-to eject violently from within; to cast forth; to emit; to give vent to; to vent.-to eject wind from the stomach through the mouth; to eructate.-to issue with spasmodic force or noise.-the act of belching; also, that which is belched; an eructation.-malt liquor; -- vulgarly so called as causing eructation."
belched,of belch
belcher,"one who, or that which, belches."
belching,of belch
beldam,alt. of beldame
beldame,"grandmother; -- corresponding to belsire.-an old woman in general; especially, an ugly old woman; a hag."
beleaguer,to surround with an army so as to preclude escape; to besiege; to blockade.
beleaguered,of beleaguer
beleaguerer,one who beleaguers.
beleaguering,of beleaguer
beleave,to leave or to be left.
belecture,to vex with lectures; to lecture frequently.
belectured,of belecture
belecturing,of belecture
belee,"to place under the lee, or unfavorably to the wind."
beleft,of beleave
belemnite,"a conical calcareous fossil, tapering to a point at the lower extremity, with a conical cavity at the other end, where it is ordinarily broken; but when perfect it contains a small chambered cone, called the phragmocone, prolonged, on one side, into a delicate concave blade; the thunderstone. it is the internal shell of a cephalopod related to the sepia, and belonging to an extinct family. the belemnites are found in rocks of the jurassic and cretaceous ages."
beleper,to infect with leprosy.
belepered,of beleper
belfry,"a movable tower erected by besiegers for purposes of attack and defense.-a bell tower, usually attached to a church or other building, but sometimes separate; a campanile.-a room in a tower in which a bell is or may be hung; or a cupola or turret for the same purpose.-the framing on which a bell is suspended."
belgard,a sweet or loving look.
belgian,of or pertaining to belgium.-a native or inhabitant of belgium.
belgic,"of or pertaining to the belgae, a german tribe who anciently possessed the country between the rhine, the seine, and the ocean.-of or pertaining to the netherlands or to belgium."
belgravian,"belonging to belgravia (a fashionable quarter of london, around pimlico), or to fashionable life; aristocratic."
belial,an evil spirit; a wicked and unprincipled person; the personification of evil.
belibel,to libel or traduce; to calumniate.
belie,"to show to be false; to convict of, or charge with, falsehood.-to give a false representation or account of.-to tell lie about; to calumniate; to slander.-to mimic; to counterfeit.-to fill with lies."
belied,of belie
belief,"assent to a proposition or affirmation, or the acceptance of a fact, opinion, or assertion as real or true, without immediate personal knowledge; reliance upon word or testimony; partial or full assurance without positive knowledge or absolute certainty; persuasion; conviction; confidence; as, belief of a witness; the belief of our senses.-a persuasion of the truths of religion; faith.-the thing believed; the object of belief.-a tenet, or the body of tenets, held by the advocates of any class of views; doctrine; creed."
beliefful,having belief or faith.
believable,capable of being believed; credible.
believe,"to exercise belief in; to credit upon the authority or testimony of another; to be persuaded of the truth of, upon evidence furnished by reasons, arguments, and deductions of the mind, or by circumstances other than personal knowledge; to regard or accept as true; to place confidence in; to think; to consider; as, to believe a person, a statement, or a doctrine.-to have a firm persuasion, esp. of the truths of religion; to have a persuasion approaching to certainty; to exercise belief or faith.-to think; to suppose."
believed,of believe
believer,"one who believes; one who is persuaded of the truth or reality of some doctrine, person, or thing.-one who gives credit to the truth of the scriptures, as a revelation from god; a christian; -- in a more restricted sense, one who receives christ as his savior, and accepts the way of salvation unfolded in the gospel.-one who was admitted to all the rights of divine worship and instructed in all the mysteries of the christian religion, in distinction from a catechumen, or one yet under instruction."
believing,of believe-that believes; having belief.
belight,to illuminate.
belike,it is likely or probably; perhaps.
belime,to besmear or insnare with birdlime.
belimed,of belime
belittle,to make little or less in a moral sense; to speak of in a depreciatory or contemptuous way.
belittled,of belittle
belittling,of belittle
belive,forthwith; speedily; quickly.
belk,to vomit.
bell,"a hollow metallic vessel, usually shaped somewhat like a cup with a flaring mouth, containing a clapper or tongue, and giving forth a ringing sound on being struck.-a hollow perforated sphere of metal containing a loose ball which causes it to sound when moved.-anything in the form of a bell, as the cup or corol of a flower.-that part of the capital of a column included between the abacus and neck molding; also used for the naked core of nearly cylindrical shape, assumed to exist within the leafage of a capital.-the strikes of the bell which mark the time; or the time so designated.-to put a bell upon; as, to bell the cat.-to make bell-mouthed; as, to bell a tube.-to develop bells or corollas; to take the form of a bell; to blossom; as, hops bell.-to utter by bellowing.-to call or bellow, as the deer in rutting time; to make a bellowing sound; to roar."
bell animalcule,"an infusorian of the family vorticellidae, common in fresh-water ponds."
bell bearer,"a brazilian leaf hopper (bocydium tintinnabuliferum), remarkable for the four bell-shaped appendages of its thorax."
bell crank,"a lever whose two arms form a right angle, or nearly a right angle, having its fulcrum at the apex of the angle. it is used in bell pulls and in changing the direction of bell wires at angles of rooms, etc., and also in machinery."
bell jar,"a glass vessel, varying in size, open at the bottom and closed at the top like a bell, and having a knob or handle at the top for lifting it. it is used for a great variety of purposes; as, with the air pump, and for holding gases, also for keeping the dust from articles exposed to view."
bell metal,"a hard alloy or bronze, consisting usually of about three parts of copper to one of tin; -- used for making bells."
bell pepper,"a species of capsicum, or guinea pepper (c. annuum). it is the red pepper of the gardens."
bell-faced,having the striking surface convex; -- said of hammers.
bell-mouthed,"expanding at the mouth; as, a bell-mouthed gun."
bell-shaped,having the shape of a wide-mouthed bell; campanulate.
belladonna,"an herbaceous european plant (atropa belladonna) with reddish bell-shaped flowers and shining black berries. the whole plant and its fruit are very poisonous, and the root and leaves are used as powerful medicinal agents. its properties are largely due to the alkaloid atropine which it contains. called also deadly nightshade.-a species of amaryllis (a. belladonna); the belladonna lily."
bellbird,"a south american bird of the genus casmarhincos, and family cotingidae, of several species; the campanero.-the myzantha melanophrys of australia."
belle,"a young lady of superior beauty and attractions; a handsome lady, or one who attracts notice in society; a fair lady."
belle-lettrist,one versed in belles-lettres.
belled,of bell-hung with a bell or bells.
bellerophon,"a genus of fossil univalve shells, believed to belong to the heteropoda, peculiar to the paleozoic age."
belles-lettres,polite or elegant literature; the humanities; -- used somewhat vaguely for literary works in which imagination and taste are predominant.
belletristic,alt. of belletristical
belletristical,"occupied with, or pertaining to, belles-lettres."
bellflower,"a plant of the genus campanula; -- so named from its bell-shaped flowers.-a kind of apple. the yellow bellflower is a large, yellow winter apple."
bellibone,a woman excelling both in beauty and goodness; a fair maid.
bellic,alt. of bellical
bellical,of or pertaining to war; warlike; martial.
bellicose,inclined to war or contention; warlike; pugnacious.
bellicosely,in a bellicose manner.
bellicous,bellicose.
bellied,"having (such) a belly; puffed out; -- used in composition; as, pot-bellied; shad-bellied.-of belly"
bellies,of belly
belligerence,alt. of belligerency
belligerency,the quality of being belligerent; act or state of making war; warfare.
belligerent,"waging war; carrying on war.-pertaining, or tending, to war; of or relating to belligerents; as, a belligerent tone; belligerent rights.-a nation or state recognized as carrying on war; a person engaged in warfare."
