pregunta,respuesta
In what month did the Bucks go 14-4 in the playoffs?,March
How many years did the Suns miss the playoffs?,tenth
When did Thure Johansson break Dorando Pietri's indoor record?,"March 1, 1910"
What school did Carter-Williams commit to after his sophomore season in high school?,Syracuse
What team won the 1936-37 Border Conference 18 7 8 6 2nd?,Texas Tech Red Raiders
When was the birth date of Taj Mcwilliam's birth?,"October 20, 1970"
What was Bettenburg's profession?,architect
When did the Ducks enter into the NCAA Men's Division I Basketball Championship with a #3 seed?,March 2007
Why wasn't the event held in 2009?,declining participation
How many percent of the time did Haywood shoot from the line?,48
How many straight Finals has Iguodala made in NBA history?,six
Who was the team's import in the Governor's Cup?,Seiya Ando
"Who was asked if Paris would make do on her promise to repay her $64,000 basketball scholarship?",ESPN
How many games did the Lakers lose to the Detroit Pistons in the NBA Finals?,five
Babbitt decided to attend what university?,Nevada
What team did Carter play for from 2004-2009?,New Jersey Nets
Which team does Pero Anti play for?,Atlanta Hawks
What year was Looney named the top High School player in the state?,2014
"Buss sold the Kings, retaining ownership of what?",the Lakers and The Forum
How many points did O'Neal average over eight games?,7.3
What team is Kyle Terrell Lowry a member of?,Miami Heat
Corey the Cougar is the friendly coug of what university?,Southern Illinois University Edwardsville
What type of font were the Phoenix wordmark and numbers modified to?,Western-style
What team did Doni join in 2018?,Dallas Mavericks
What was Paul Cohen secretly owned?,Pittsburgh team
How many Cal Poly Pomona 71 8 Cal St. San Bern?,1
Where is CCU located?,"Conway, South Carolina"
When was Magic's silver uniform first unveiled?,2014
What team was not ranked at any point in this particular time?,The Longhorns
How many points did Indiana score in game three?,85-63
When did the Raptors introduce a throwback jersey to commemorate the Huskies?,"December 8, 2009"
"When did Mullin win gold medals with the ""Dream Team""?",1992
Who was dismissed as general manager after the 2019 season?,Penny Toler
Toler was a point guard allocated to which team?,Los Angeles Sparks
Why were his minutes reduced?,physical limitations
What was the Northern Division comprised of?,six schools in the Pacific Northwest
Who is the governor of West Virginia?,Cecil Underwood
Who was hired to become the head coach and president of basketball operations for the Pistons?,Stan Van Gundy
What team did Harry Gallatin play for?,St. Louis Hawks
The Spurs defeated the Miami Heat in how many games?,6
Which state has been selected to participate in four National Invitation Tournaments?,Ohio
In what year did the Buffalo Bisons begin?,1946
When did the current seeding system start?,1979
What was the name of the former Krka player?,Simon Petrov
What team did the Wizards beat on January 22?,Detroit Pistons
Who represents Croatia internationally?,Damir Markota
What college did Bird decide to attend?,Boston College
The Celtics earned their first Eastern Conference finals berth since what year?,1988
What organization did DeRozan work with to educate Canadians on Lupus?,Lupus Canada
Who runs a training center for NBA players?,David Thorpe
"The Suns continued to bolster their roster adding players such as A.C. Green, Danny Manning, Elliot Perry, and what other player?",Wesley Person
When was the Trans America Athletic Conference founded?,1978
Where is Southern Miss located?,"Hattiesburg, Mississippi"
When did Malone return to the Utah Jazz to work as a big man coach?,"May 29, 2013"
How much rpg did Howard average?,8.0
What team did Chandler trade to?,Dallas Mavericks
How many major American sports leagues did Jackson coach?,four
Who was suspended for violating a NBA rule?,Ewing
What is the name of the Hawks' home venue?,WIN Entertainment Centre
Who was the headliner of the Aconspiracy Of Hope benefit concert?,U2 and Sting
What team won the 2011 NBA Playoffs?,Thunder
Why did Jefferson choose not to pursue a deal?,having not really proved himself
What did Bryant score in Game One as the Lakers won?,30 points
What team was the first school to average 100 points per game?,JU
What color did the Suns logo start the new season with?,black
In what year did the organization become known as the Pacific-12?,2011
Who is the only team outside of the US to win an NBA title or reach the NBA Finals?,Toronto Raptors
Who is Elie married to?,Gina Gaston
What is Jim McMillian's height?,6 ft 5 in
What was Terry Pluto's profession?,historian
How many games did the Chicago Bulls lose to the Milwaukee Bucks in their first round playoff game?,five
Who was the only Heat player to score more than 14 points?,Jimmy Butler
Which college recruited Rashard?,"Florida State, Kansas, and Houston"
How many sold out concerts did the NKOTBSB perform?,two
What position did Banks describe Howard as in 2002?,Power Forward
What year did Ozzy Osbourne perform with Randy Rhoads?,1982
Who had 16 points and eight assists?,Curry
During what season was the most successful franchise in franchise history?,1991-92
What is the first team in the Big 12 to remain undefeated throughout conference play?,Sooners
On what date did the Nets and the Boston Celtics meet?,"June 27, 2013"
What division did Los Angeles battle for most of the season?,Pacific
What was Anthony's career total?,"25,289"
What was Siena's perfect score at Times Union Center?,17-0
Which team drafted the Atlanta Hawks?,Philadelphia 76ers
Who replaced Vandeweghe with Kersey?,Williams
In what year was J. Carlesimo hired?,1982
Where did he work out and coach a boys' basketball team?,Denver
All teams receiving invitations for the NIT have what?,.
Who will pound away relentlessly until his luck turns?,Kobe
What is the restricted area called?,"the lane, or key)"
Who became the first full-time female coach in any of the four major U.S. professional leagues?,Hammon
What year was Morris Gross 22-6 3-3 3 lost NAIA Finals?,1939-40
Who traded Gay?,Sacramento Kings
When did Bogut score a season-high 16 points in a loss to the Brooklyn Nets?,2 March 2015
Who is the 26th pick in the NBA Draft?,Vlade Divac
What had begun to degenerate?,Vlade Divac
How many seasons did Solomon play for the Atlantic 10 Conference?,four
How many EuroLeague games did Farmar play in 2012-13?,seven
How many points did B.J. Raymond score in the bonus round?,eight
When did he tie a career high with 29 points and grabbed 10 rebounds?,"March 23, 2016"
"What team did Cecil sign with on September 15, 2013?",Bashkimi
What was the name of the game in which Abdul-jabbar passed Chamberlain?,Utah Jazz
On what date was Oakley's lawsuit filed?,"May 28, 2010"
Bogut missed the final 31 games of the season with what injury?,stress fracture in his lower back
How many points did Northern Iowa score in the ESPN Bracketbusters game?,6
How many teams passed on Bird to the Celtics?,Five
Where was Leah Monteith from?,Cherokee County High School
How many points did Miami have in the fourth?,4
How many points did the Cavaliers score in the third quarter?,15
What was the most memorable part of the game?,combative foul
When did the trade take place?,before the opening of the Third Conference
Which team has the highest number of players?,Boston Celtics
On what date did Bosh record his 44th double double?,"March 22, 2010"
How many games did Westbrook win?,33
Where are Dream games aired?,"Fox Sports South (FS-S) and SportSouth (SSO),"
What was the name of the new Lakers head coach that led them to the finals?,Pat Riley
How many games did Artest play for the Chicago Bulls during his professional career?,175
How much did the NBA fine Malone?,"$10,000"
What is Team GP GS MPG FG% 3P% FT% RPG APG SPG BPG PPG 2009 Portland 4 0 9.0.357.000?,Playoffs Year
In how many games did the Heat win?,23
What was Houston's average income in 1997-98?,73 59 27.2 .452
When did the Thunder report that Maynor had torn his right anterior cruciate ligament?,"January 7, 2012"
When did the Southern Crescent Lightning re-join?,2005
What city did he decide to move to?,Los Angeles
How much weight does Joe Alexander weigh?,230
Who was the first head coach?,Earl Williams
On what date was he named a starter to the Eastern Conference All-Star team?,January 21
Which teammate was able to get the game started?,Stephen Curry
What team did Douglas play for during the 2007-08 WNBA off-season?,Ros Casares Valencia
How low is the 76ers' overall rank?,twelfth
Who is the only men's basketball player to receive this award three different seasons?,Mullin
In what year did Milwaukee make the Finals in 1974?,1974
Who was the head coach of the Lakers?,Frank Vogel
What vaccine did the spectators need to show to attend the return?,COVID-19
How many points did Dillon Brooks score in the quarter?,31
How many points did the Brooklyn Nets score in the first half?,115
When did Larry Bird play?,1986-87
