pregunta,respuesta
and carry it into the house.,all we have to do is flip a switch.
this is a nice neighborhood.,the streets are clean and quiet.
the streets are clean and quiet.,the neighbors do not party on the weekends.
the neighbors do not party on the weekends.,people take care of their lawns.
people take care of their lawns.,no rusty old cars are sitting in the front yards.
no rusty old cars are sitting in the front yards.,we never have to call the police about anything.
we never have to call the police about anything.,our kids are completely safe.
our kids are completely safe.,so why are we selling our house?
so why are we selling our house?,they are building a 3-story apartment building on the corner.
they are building a 3-story apartment building on the corner.,so we have got to sell before property values go down?
so we have got to sell before property values go down?,yes. i still cannot believe our city council allowed this building.
yes. i still cannot believe our city council allowed this building.,they are probably getting something under the table.
that was a huge fire in santa barbara.,"yes, it was."
"yes, it was.",they said about 30 houses burned to the ground.
they said about 30 houses burned to the ground.,and they were expensive houses.
and they were expensive houses.,i feel so sorry for those people.
i feel so sorry for those people.,why feel sorry for rich people?
why feel sorry for rich people?,i feel sorry for anyone who loses their home.
i feel sorry for anyone who loses their home.,"so do i, but not if they are rich."
"so do i, but not if they are rich.",what does that have to do with it?
what does that have to do with it?,rich people think they are better than us.
rich people think they are better than us.,how many rich people do you know?
how many rich people do you know?,none.
bears are invading our neighborhoods.,of course they are. they are starving to death.
of course they are. they are starving to death.,they should stay in the woods where they belong.
they should stay in the woods where they belong.,there's no food in the woods.
there's no food in the woods.,cannot they eat grass?
cannot they eat grass?,do you think a bear is a cow?
do you think a bear is a cow?,"well, i've seen them eating berries."
"well, i've seen them eating berries.",berries are not in season all year round.
berries are not in season all year round.,it is too dangerous for kids and pets.
it is too dangerous for kids and pets.,people need to cover their trash cans.
people need to cover their trash cans.,the police need to shoot all the bears.
the police need to shoot all the bears.,you do not solve a problem by shooting it.
who did you vote for?,i voted for obama.
i voted for obama.,me too.
me too.,he will be a great president.
he will be a great president.,everyone likes him.
everyone likes him.,he has a good speaker.
he has a good speaker.,and he has really smart.
and he has really smart.,he will solve our problems.
he will solve our problems.,he will end the war.
he will end the war.,the next four years will be good years.
the next four years will be good years.,"i'll vote for him next time, too."
"i'll vote for him next time, too.",i think everyone will.
the election is next week.,who are you voting for?
who are you voting for?,I am not voting for the mayor.
I am not voting for the mayor.,why not?
why not?,he made promises that he did not keep.
he made promises that he did not keep.,like what?
like what?,"he promised to hire 1,000 more police officers."
"he promised to hire 1,000 more police officers.",how many did he hire?
how many did he hire?,one hundred!
one hundred!,maybe he had a good reason.
maybe he had a good reason.,maybe he has just a liar.
maybe he has just a liar.,"maybe i'll vote for someone else, too."
i cannot believe he won the election.,only 15 percent of the voters turned out.
only 15 percent of the voters turned out.,that is a joke.
that is a joke.,"voting is so important, but people do not bother."
"voting is so important, but people do not bother.",many people think their vote does not matter.
many people think their vote does not matter.,"the mayor won by only 2,000 votes."
"the mayor won by only 2,000 votes.",we are stuck with him for four more years.
we are stuck with him for four more years.,voting is so easy. you can even mail your ballot in.
voting is so easy. you can even mail your ballot in.,all you have to do is vote and put a stamp on it.
all you have to do is vote and put a stamp on it.,how easy is that?
how easy is that?,i guess people just do not care.
i guess people just do not care.,they'll care when they see their taxes go up.
"well, we have a new president.",but we have the same old problems.
but we have the same old problems.,"well, he has made a few changes."
"well, he has made a few changes.",like what?
like what?,i think he closed the bowling alley in the white house.
i think he closed the bowling alley in the white house.,"oh, yeah. he has changing it to a basketball court."
"oh, yeah. he has changing it to a basketball court.",who's paying for that?
who's paying for that?,i think we are!
i think we are!,"well, that's okay, as long as it helps him relax and think more clearly."
"well, that's okay, as long as it helps him relax and think more clearly.","yes, we need a relaxed president who thinks clearly."
"yes, we need a relaxed president who thinks clearly.",do any other world leaders have a basketball court?
do any other world leaders have a basketball court?,they will. you know america always leads the way.
people say that everybody loves obama.,"well, more than 50 million people voted for mccain."
"well, more than 50 million people voted for mccain.",that's 50 million people who do not love obama.
that's 50 million people who do not love obama.,obama's got four years to make everyone happy.
obama's got four years to make everyone happy.,he has never going to make everyone happy.
